TRANS_DIST	TIME	A	B	C	MT0	MT1	MT2	MT3	MT4	MT5	MT6	J0	J1	J2	J3	J4	J5	J6	ROT_DIST	X	Y	Z	JS_DIST	FX	FY	FZ	TA	TB	TC	
6.94263	71522	-1.571	-0.000	-3.141	-0.528	73.821	-2.916	-19.769	0.695	0.081	-0.054	-0.132	1.369	0.202	-0.825	-0.242	0.966	-1.523	0.00048	717.137	-34.975	-135.108	0.01434	1.128	-2.799	1.496	-1.063	-0.628	-0.086	
0.61989	71787	-1.571	-0.000	-3.141	-0.598	73.698	-2.966	-19.747	0.672	0.071	-0.049	-0.130	1.368	0.202	-0.826	-0.242	0.965	-1.520	0.00008	717.087	-34.359	-135.161	0.00355	0.996	-2.623	1.390	-0.986	-0.547	-0.067	
0.05127	72017	-1.571	-0.000	-3.141	-0.679	73.895	-2.906	-19.690	0.683	0.069	-0.079	-0.130	1.368	0.202	-0.826	-0.242	0.965	-1.520	0.00006	717.086	-34.308	-135.165	0.00011	1.847	-2.566	1.236	-0.967	-0.876	-0.110	
4.29514	72300	-1.571	-0.001	3.141	-4.670	76.839	-6.141	-23.642	-0.403	2.581	-0.164	-0.124	1.368	0.202	-0.827	-0.242	0.965	-1.514	0.00113	716.642	-30.045	-135.436	0.00891	5.716	5.756	1.102	-0.313	-0.851	-0.208	
0.40763	72488	-1.571	-0.000	3.141	-2.266	78.312	-5.369	-24.757	-0.061	2.877	-0.090	-0.124	1.368	0.202	-0.827	-0.242	0.965	-1.514	0.00073	716.905	-29.783	-135.267	0.00042	7.382	8.838	3.215	-0.030	-0.892	-0.235	
2.26017	72764	-1.570	-0.000	-3.140	-0.114	73.614	-3.072	-19.826	0.633	-0.039	0.120	-0.126	1.368	0.202	-0.826	-0.242	0.965	-1.517	0.00148	717.609	-31.875	-134.781	0.00382	-0.330	-1.675	1.144	-0.659	0.203	0.133	
2.84272	73045	-1.571	-0.000	3.141	-0.054	73.799	-3.035	-19.844	0.637	-0.010	0.077	-0.130	1.368	0.202	-0.826	-0.242	0.966	-1.521	0.00134	716.985	-34.618	-135.189	0.00628	-0.232	-1.973	1.115	-0.684	0.111	0.098	
0.05033	73328	-1.571	-0.000	3.141	0.099	73.650	-2.937	-19.816	0.642	-0.012	0.111	-0.131	1.368	0.202	-0.826	-0.242	0.966	-1.521	0.00006	716.971	-34.665	-135.200	0.00012	-0.190	-2.021	1.283	-0.698	0.073	0.088	
0.00599	73574	-1.550	-0.000	3.141	0.125	73.619	-2.955	-19.843	0.627	-0.056	0.106	-0.130	1.368	0.202	-0.826	-0.242	0.966	-1.531	0.02108	716.969	-34.671	-135.202	0.00976	-0.093	-1.897	1.239	-0.635	0.093	0.174	
0.01277	73856	-1.392	-0.000	3.141	0.113	73.653	-2.812	-19.796	0.660	-0.026	0.069	-0.131	1.368	0.202	-0.826	-0.242	0.966	-1.662	0.15790	716.969	-34.658	-135.201	0.13144	0.263	-1.800	1.188	-0.601	-0.026	0.179	
0.00195	74136	-1.215	-0.000	3.141	0.066	73.616	-2.926	-19.833	0.606	-0.030	0.197	-0.131	1.368	0.202	-0.826	-0.242	0.966	-1.857	0.17642	716.970	-34.658	-135.199	0.19466	0.410	-1.768	1.175	-0.591	-0.054	0.185	
0.01679	74420	-1.178	-0.000	3.141	0.030	73.680	-2.940	-19.823	0.606	-0.037	0.146	-0.131	1.368	0.202	-0.826	-0.242	0.966	-1.913	0.03721	716.983	-34.665	-135.192	0.05684	0.512	-1.748	1.212	-0.578	-0.093	0.150	
0.00122	74669	-1.178	-0.000	3.141	0.034	73.556	-2.955	-19.779	0.606	-0.031	0.139	-0.131	1.368	0.202	-0.826	-0.242	0.966	-1.913	0.00000	716.983	-34.666	-135.191	0.00001	0.511	-1.738	1.217	-0.573	-0.095	0.144	
2.20783	74901	-1.179	0.000	-3.141	-0.647	73.751	-2.934	-19.423	0.710	0.081	-0.031	-0.130	1.367	0.202	-0.828	-0.242	0.964	-1.912	0.00061	716.238	-32.589	-135.149	0.00391	2.059	-2.321	1.256	-0.786	-0.940	-0.046	
7.01661	75182	-1.178	-0.000	3.141	-0.515	73.342	-2.892	-19.577	0.703	0.027	-0.033	-0.122	1.359	0.202	-0.846	-0.243	0.955	-1.900	0.00049	713.466	-26.143	-135.215	0.02569	1.895	-2.286	1.329	-0.740	-0.901	-0.064	
0.74221	75448	-1.178	-0.000	3.142	-0.602	73.306	-3.034	-19.473	0.670	0.020	-0.023	-0.120	1.357	0.202	-0.851	-0.244	0.952	-1.897	0.00019	713.210	-25.447	-135.249	0.00691	1.852	-1.897	1.366	-0.583	-0.830	-0.048	
0.05296	75689	-1.178	-0.000	3.142	-0.204	73.083	-2.995	-19.512	0.709	0.154	-0.042	-0.120	1.357	0.202	-0.851	-0.244	0.952	-1.897	0.00007	713.219	-25.405	-135.219	0.00007	2.552	-2.048	1.479	-0.712	-1.140	-0.086	
6.06109	75978	-1.178	-0.000	-3.142	0.000	73.091	-2.746	-19.469	0.774	0.049	-0.052	-0.115	1.352	0.202	-0.863	-0.244	0.946	-1.889	0.00017	710.943	-19.788	-135.146	0.01728	2.274	-1.879	1.403	-0.652	-1.082	-0.072	
3.88737	76259	-1.178	-0.000	-3.142	-0.699	72.958	-3.123	-19.336	0.677	0.061	-0.007	-0.110	1.346	0.202	-0.875	-0.245	0.939	-1.881	0.00019	709.440	-16.203	-135.168	0.01784	1.827	-1.954	1.351	-0.650	-0.842	-0.030	
0.04946	76509	-1.178	-0.000	-3.142	-0.739	72.909	-3.118	-19.219	0.675	0.062	-0.019	-0.110	1.347	0.202	-0.875	-0.245	0.939	-1.881	0.00006	709.425	-16.163	-135.193	0.00013	1.804	-1.910	1.288	-0.624	-0.843	-0.032	
2.35337	76695	-1.178	-0.000	3.141	-1.215	72.829	-3.361	-19.249	0.703	0.158	-0.042	-0.109	1.346	0.202	-0.877	-0.245	0.938	-1.879	0.00043	708.424	-14.034	-135.271	0.00370	2.214	-2.448	1.926	-0.856	-1.103	-0.083	
7.02820	76975	-1.178	-0.000	3.141	-0.407	72.643	-2.938	-19.187	0.740	0.082	-0.016	-0.101	1.338	0.202	-0.893	-0.246	0.929	-1.868	0.00017	705.790	-7.519	-135.206	0.02401	2.027	-2.273	1.329	-0.762	-0.982	-0.055	
0.57656	77257	-1.178	-0.000	3.142	-0.663	72.667	-3.148	-19.126	0.694	0.074	-0.009	-0.099	1.336	0.202	-0.898	-0.247	0.927	-1.865	0.00019	705.577	-6.983	-135.202	0.00612	1.780	-1.954	1.280	-0.650	-0.861	-0.032	
0.04281	77488	-1.178	-0.000	3.142	-2.039	73.150	-5.398	-20.194	-0.504	1.236	-0.201	-0.099	1.336	0.202	-0.898	-0.247	0.927	-1.865	0.00007	705.574	-6.941	-135.208	0.00009	2.719	-2.326	1.641	-0.791	-1.235	-0.081	
3.13944	77772	-1.179	-0.000	3.141	-4.845	74.918	-8.152	-21.391	-1.277	1.539	-0.178	-0.095	1.333	0.202	-0.905	-0.248	0.923	-1.859	0.00060	704.077	-4.182	-135.283	0.01166	6.134	5.904	1.087	0.042	-0.910	-0.184	
0.45797	77944	-1.178	-0.000	3.142	-3.808	74.982	-6.115	-21.626	-0.342	1.192	-0.010	-0.095	1.333	0.202	-0.905	-0.248	0.923	-1.859	0.00070	704.263	-3.773	-135.192	0.00060	5.553	8.101	1.610	0.327	-0.763	-0.166	
2.31363	78224	-1.178	-0.000	-3.141	-0.052	72.715	-3.233	-19.381	0.524	-0.171	0.142	-0.097	1.335	0.203	-0.900	-0.247	0.926	-1.863	0.00080	705.597	-5.655	-135.012	0.00717	0.218	-0.863	1.446	-0.188	0.095	0.137	
2.71236	78507	-1.178	-0.000	3.141	-0.017	72.748	-3.136	-19.296	0.526	-0.159	0.086	-0.100	1.338	0.202	-0.894	-0.247	0.929	-1.867	0.00093	706.125	-8.308	-135.202	0.00973	0.399	-1.324	1.265	-0.317	-0.025	0.076	
0.08381	78772	-1.178	-0.000	3.141	-0.065	72.673	-3.127	-19.267	0.533	-0.155	0.101	-0.101	1.338	0.202	-0.894	-0.247	0.929	-1.867	0.00012	706.148	-8.377	-135.159	0.00016	0.503	-1.228	1.339	-0.280	-0.088	0.067	
0.00317	79005	-1.162	-0.000	3.141	-0.032	72.670	-3.111	-19.264	0.537	-0.130	0.145	-0.101	1.338	0.202	-0.894	-0.247	0.929	-1.874	0.01628	706.147	-8.379	-135.157	0.00658	0.455	-1.336	1.294	-0.352	-0.037	0.155	
0.00238	79285	-1.014	-0.000	3.141	-0.085	72.704	-3.049	-19.254	0.586	-0.122	0.090	-0.101	1.338	0.202	-0.894	-0.247	0.929	-1.995	0.14779	706.145	-8.380	-135.156	0.12160	0.753	-1.207	1.264	-0.318	-0.141	0.120	
0.00333	79567	-0.829	-0.000	3.141	-0.051	72.676	-3.110	-19.262	0.533	-0.135	0.142	-0.101	1.338	0.202	-0.894	-0.247	0.929	-2.195	0.18505	706.143	-8.378	-135.154	0.19990	0.916	-1.086	1.283	-0.284	-0.171	0.116	
0.00162	79846	-0.785	-0.000	3.141	-0.065	72.698	-3.125	-19.263	0.534	-0.158	0.047	-0.101	1.338	0.202	-0.894	-0.247	0.929	-2.260	0.04359	706.141	-8.377	-135.154	0.06468	0.994	-0.974	1.296	-0.201	-0.205	0.034	
0.00086	80110	-0.785	-0.000	3.141	-0.186	72.670	-3.145	-19.144	0.530	-0.140	0.038	-0.101	1.338	0.202	-0.894	-0.247	0.929	-2.260	0.00002	706.141	-8.376	-135.153	0.00006	1.012	-0.938	1.306	-0.186	-0.208	0.032	
2.60477	80344	-0.786	-0.000	3.141	-0.413	71.979	-2.979	-18.940	0.743	0.136	-0.085	-0.100	1.336	0.202	-0.899	-0.247	0.926	-2.258	0.00025	704.327	-6.507	-135.187	0.00717	2.783	-1.386	1.153	-0.355	-1.196	-0.087	
6.88614	80627	-0.785	-0.000	3.141	-0.441	72.009	-3.117	-18.847	0.679	0.081	-0.043	-0.095	1.323	0.202	-0.927	-0.249	0.911	-2.247	0.00026	699.402	-1.695	-135.193	0.03606	2.742	-1.055	1.396	-0.204	-1.202	-0.090	
0.43599	80878	-0.785	-0.000	3.141	-0.605	72.227	-3.197	-18.900	0.674	0.073	-0.042	-0.094	1.321	0.202	-0.933	-0.250	0.908	-2.244	0.00018	699.131	-1.354	-135.170	0.00801	2.394	-1.042	1.235	-0.205	-1.043	-0.072	
0.04785	81113	-0.785	-0.000	3.141	-0.488	72.097	-3.158	-18.296	0.675	0.011	-0.086	-0.094	1.321	0.202	-0.933	-0.250	0.908	-2.244	0.00007	699.129	-1.306	-135.176	0.00008	3.144	-0.963	1.882	-0.177	-1.381	-0.113	
6.12984	81396	-0.785	-0.000	3.142	0.180	71.849	-2.955	-19.174	0.750	0.179	-0.100	-0.091	1.312	0.202	-0.952	-0.251	0.898	-2.236	0.00010	694.801	3.035	-135.151	0.02427	3.260	-0.972	1.100	-0.160	-1.448	-0.137	
3.87002	81680	-0.785	-0.000	3.141	-0.505	71.806	-3.190	-18.682	0.670	0.024	-0.059	-0.087	1.304	0.202	-0.971	-0.253	0.887	-2.228	0.00009	692.048	5.755	-135.186	0.02487	2.347	-0.882	1.336	-0.116	-1.010	-0.092	
0.05100	81927	-0.785	-0.000	3.141	-0.776	71.823	-3.363	-18.430	0.636	0.047	-0.065	-0.088	1.304	0.202	-0.971	-0.253	0.887	-2.228	0.00006	692.024	5.785	-135.220	0.00015	2.305	-0.722	1.251	-0.050	-0.999	-0.094	
2.86233	82177	-0.785	0.000	3.141	-0.226	71.225	-3.246	-18.110	0.668	0.105	-0.077	-0.087	1.302	0.202	-0.977	-0.253	0.884	-2.225	0.00027	689.942	7.748	-135.183	0.00765	2.907	-1.200	1.488	-0.250	-1.346	-0.122	
6.86538	82459	-0.785	-0.000	3.142	-0.457	70.984	-3.310	-18.291	0.643	0.036	-0.055	-0.081	1.291	0.202	-1.002	-0.255	0.871	-2.214	0.00034	685.155	12.669	-135.158	0.03340	2.630	-0.636	1.348	-0.028	-1.160	-0.104	
0.15388	82693	-0.785	-0.000	-3.142	-0.712	71.052	-3.385	-18.213	0.629	0.033	-0.049	-0.080	1.289	0.202	-1.007	-0.256	0.868	-2.212	0.00017	685.057	12.788	-135.156	0.00612	2.314	-0.721	1.173	-0.059	-1.021	-0.094	
0.06784	82926	-0.785	-0.000	3.142	-2.951	69.529	-5.990	-18.483	-0.429	0.456	-0.195	-0.080	1.289	0.202	-1.007	-0.256	0.868	-2.212	0.00008	685.033	12.850	-135.170	0.00008	3.413	-0.742	1.459	-0.373	-1.235	-0.166	
2.42585	83208	-0.786	-0.000	3.141	-7.735	71.228	-9.715	-18.785	-1.681	1.173	-0.229	-0.079	1.285	0.202	-1.016	-0.257	0.863	-2.208	0.00043	683.167	14.399	-135.231	0.01162	6.643	8.273	-0.393	0.492	-1.099	-0.272	
0.27113	83443	-0.785	-0.000	3.141	-2.491	71.704	-5.734	-19.092	-0.266	0.449	0.023	-0.079	1.285	0.202	-1.016	-0.256	0.863	-2.208	0.00058	683.435	14.433	-135.201	0.00044	3.347	6.959	0.902	0.550	-0.349	-0.097	
3.35452	83725	-0.785	0.000	-3.141	-0.172	72.037	-3.525	-18.905	0.475	-0.135	0.093	-0.080	1.290	0.203	-1.004	-0.255	0.869	-2.214	0.00045	686.129	12.445	-135.003	0.01550	0.680	-0.684	1.526	-0.125	-0.003	0.081	
1.39436	83969	-0.785	0.000	3.141	-0.112	71.019	-3.433	-18.354	0.471	-0.168	0.086	-0.082	1.292	0.202	-0.998	-0.255	0.873	-2.216	0.00058	686.688	11.177	-135.156	0.00771	0.724	-0.798	1.229	-0.154	-0.075	0.059	
0.05321	84233	-0.785	0.000	3.141	-0.083	70.894	-3.363	-18.307	0.483	-0.164	0.124	-0.082	1.292	0.202	-0.998	-0.255	0.873	-2.216	0.00005	686.687	11.125	-135.143	0.00018	0.785	-0.814	1.295	-0.147	-0.117	0.056	
0.07737	84461	-0.751	0.000	3.141	-0.060	71.085	-3.378	-18.388	0.490	-0.138	0.232	-0.082	1.292	0.202	-0.998	-0.255	0.873	-2.235	0.03418	686.641	11.121	-135.205	0.01887	0.823	-0.789	1.133	-0.179	-0.122	0.091	
0.00638	84744	-0.575	0.000	3.141	-0.147	71.045	-3.305	-18.372	0.493	-0.126	0.117	-0.082	1.292	0.202	-0.998	-0.255	0.873	-2.390	0.17648	686.638	11.116	-135.205	0.15458	1.012	-0.587	1.113	-0.126	-0.179	0.080	
0.00460	85027	-0.415	0.000	3.141	-0.113	71.045	-3.389	-18.381	0.482	-0.131	0.110	-0.082	1.292	0.202	-0.998	-0.255	0.873	-2.571	0.16025	686.634	11.113	-135.206	0.18086	1.056	-0.471	1.137	-0.099	-0.180	0.085	
0.00064	85309	-0.393	0.000	3.141	-0.102	71.073	-3.379	-18.357	0.486	-0.136	0.087	-0.082	1.292	0.202	-0.998	-0.255	0.873	-2.609	0.02170	686.634	11.113	-135.206	0.03830	1.120	-0.444	1.171	-0.077	-0.198	0.055	
0.00047	85558	-0.393	0.000	3.141	-1.089	72.264	-3.806	-18.278	0.518	0.093	-0.005	-0.082	1.292	0.202	-0.998	-0.255	0.873	-2.609	0.00000	686.633	11.112	-135.206	0.00001	1.148	-0.547	0.991	-0.132	-0.245	0.050	
3.98385	85795	-0.393	0.000	3.141	-0.542	70.115	-3.544	-17.907	0.638	0.265	-0.077	-0.082	1.287	0.202	-1.011	-0.256	0.866	-2.605	0.00018	682.961	12.653	-135.091	0.01671	3.032	-0.667	1.556	-0.060	-1.225	-0.074	
5.87625	86076	-0.393	-0.000	3.141	-0.590	70.624	-3.534	-17.950	0.596	0.072	-0.048	-0.081	1.273	0.202	-1.043	-0.259	0.848	-2.596	0.00033	677.538	14.915	-135.084	0.03940	2.519	-0.246	1.047	0.138	-1.011	-0.083	
0.09625	86359	-0.393	-0.000	3.142	-0.436	70.511	-3.437	-17.911	0.595	0.064	-0.046	-0.081	1.273	0.202	-1.044	-0.259	0.848	-2.596	0.00021	677.563	14.923	-135.176	0.00161	2.440	-0.127	1.236	0.175	-0.953	-0.085	
1.60757	86594	-0.393	0.000	-3.142	-0.583	70.544	-3.400	-17.467	0.676	0.144	-0.072	-0.081	1.272	0.202	-1.046	-0.259	0.847	-2.595	0.00029	676.062	15.498	-135.217	0.00233	3.267	-0.270	1.207	0.174	-1.356	-0.100	
7.06559	86875	-0.393	0.000	3.142	-0.864	69.725	-3.557	-17.333	0.629	0.073	-0.040	-0.079	1.259	0.202	-1.077	-0.262	0.830	-2.586	0.00010	669.543	18.222	-135.202	0.03885	2.649	-0.095	0.865	0.288	-1.161	-0.104	
1.41976	87110	-0.393	-0.000	3.141	-0.590	69.893	-3.512	-17.567	0.633	0.086	-0.031	-0.078	1.254	0.202	-1.088	-0.263	0.823	-2.582	0.00017	668.224	18.746	-135.240	0.01434	2.500	0.098	1.175	0.316	-1.043	-0.081	
0.06725	87357	-0.393	-0.000	3.141	-0.870	69.185	-3.571	-16.957	0.667	0.101	-0.087	-0.079	1.254	0.202	-1.088	-0.263	0.823	-2.582	0.00009	668.265	18.741	-135.187	0.00003	2.920	-0.260	1.860	0.201	-1.234	-0.102	
5.11916	87623	-0.393	0.000	3.141	-0.895	68.889	-3.681	-17.317	0.687	0.176	-0.078	-0.078	1.247	0.202	-1.104	-0.265	0.815	-2.577	0.00025	663.543	20.716	-135.122	0.02068	2.845	0.252	1.499	0.417	-1.315	-0.119	
4.85568	87904	-0.393	-0.000	3.141	-0.622	68.815	-3.582	-17.023	0.635	0.117	-0.029	-0.076	1.236	0.202	-1.130	-0.268	0.800	-2.569	0.00033	659.066	22.597	-135.104	0.03286	2.574	0.029	1.259	0.302	-1.125	-0.082	
0.09916	88186	-0.393	-0.000	3.141	-0.772	69.078	-3.646	-16.755	0.611	0.094	-0.039	-0.076	1.236	0.202	-1.130	-0.268	0.800	-2.569	0.00008	659.042	22.581	-135.199	0.00026	2.518	0.139	1.121	0.352	-1.102	-0.084	
2.75457	88416	-0.393	0.000	3.141	-4.056	67.363	-6.939	-17.348	-0.572	0.518	-0.189	-0.076	1.233	0.202	-1.136	-0.268	0.797	-2.567	0.00029	656.470	23.564	-135.147	0.00749	4.375	3.669	0.961	0.682	-1.384	-0.205	
3.40954	88699	-0.393	-0.000	-3.142	-5.565	67.733	-8.428	-16.255	-1.059	0.515	-0.182	-0.075	1.225	0.202	-1.156	-0.271	0.786	-2.561	0.00041	653.367	24.979	-135.160	0.02473	3.964	6.867	0.114	0.612	-0.953	-0.203	
0.25350	88936	-0.392	0.000	3.142	-2.073	68.356	-5.156	-17.161	-0.011	0.080	0.034	-0.074	1.225	0.202	-1.155	-0.270	0.786	-2.560	0.00036	653.611	24.926	-135.204	0.00043	1.422	5.138	0.766	0.650	-0.221	-0.091	
3.59134	89216	-0.392	0.000	-3.142	-0.413	68.623	-3.732	-17.041	0.429	-0.058	0.077	-0.075	1.231	0.202	-1.142	-0.269	0.794	-2.565	0.00026	657.013	23.779	-135.117	0.01756	1.004	0.153	0.775	0.206	-0.168	0.021	
1.03989	89452	-0.393	0.000	3.142	-0.374	68.714	-3.692	-17.100	0.457	-0.065	0.069	-0.076	1.234	0.202	-1.135	-0.268	0.798	-2.567	0.00032	657.841	23.152	-135.176	0.00843	1.344	-0.143	1.187	0.068	-0.378	0.015	
1.11775	89684	-0.393	-0.000	-3.142	-0.112	70.745	-3.624	-17.828	0.471	-0.161	0.091	-0.076	1.233	0.202	-1.135	-0.268	0.798	-2.567	0.00046	658.000	23.138	-134.070	0.00059	1.922	-0.508	1.561	-0.015	-0.437	0.022	
15.76154	89966	-0.393	-0.000	-3.141	-0.186	66.341	-3.752	-16.566	0.271	-0.277	0.082	-0.076	1.208	0.202	-1.148	-0.262	0.810	-2.570	0.00024	658.000	23.168	-118.308	0.03163	1.445	-0.723	1.260	-0.155	-0.196	0.028	
12.86547	90247	-0.393	-0.000	-3.141	-0.028	68.132	-3.616	-17.439	0.412	-0.108	0.058	-0.077	1.178	0.202	-1.161	-0.255	0.826	-2.573	0.00010	657.926	23.160	-105.443	0.03685	1.839	-0.610	1.810	-0.138	-0.422	0.019	
0.29953	90495	-0.393	0.000	3.142	-0.109	68.356	-3.638	-17.566	0.439	-0.107	-0.065	-0.077	1.176	0.202	-1.162	-0.255	0.827	-2.573	0.00032	657.829	23.140	-105.161	0.00267	1.872	-0.586	1.611	-0.123	-0.477	-0.009	
0.00725	90731	-0.471	0.000	3.142	-0.017	68.537	-3.798	-17.559	0.490	-0.151	0.221	-0.077	1.176	0.202	-1.162	-0.255	0.827	-2.527	0.07843	657.833	23.139	-105.155	0.04605	1.873	-0.770	1.536	-0.125	-0.533	-0.109	
0.00092	91013	-0.836	0.000	3.141	-0.097	68.436	-3.639	-17.566	0.567	-0.137	-0.109	-0.077	1.176	0.202	-1.162	-0.255	0.827	-2.205	0.36515	657.833	23.140	-105.155	0.32209	1.322	-1.494	1.500	-0.362	-0.418	-0.097	
0.00063	91294	-1.278	0.000	3.141	-0.175	68.234	-3.617	-17.500	0.396	-0.122	-0.068	-0.077	1.176	0.202	-1.162	-0.255	0.827	-1.763	0.44130	657.833	23.140	-105.155	0.44137	0.606	-1.942	1.510	-0.548	-0.267	-0.121	
0.00053	91577	-1.718	0.000	3.141	-0.105	68.331	-3.711	-17.572	0.498	-0.137	-0.183	-0.077	1.176	0.202	-1.162	-0.255	0.827	-1.319	0.44018	657.833	23.141	-105.155	0.44445	-0.169	-2.062	1.503	-0.666	-0.055	-0.152	
0.00078	91859	-1.953	-0.000	3.141	-0.152	68.356	-3.661	-17.576	0.437	-0.110	-0.041	-0.077	1.176	0.202	-1.162	-0.255	0.827	-1.030	0.23481	657.832	23.141	-105.155	0.28848	-0.436	-2.004	1.523	-0.676	0.027	-0.147	
0.00033	92141	-1.964	-0.000	3.141	-0.156	68.321	-3.647	-17.539	0.441	-0.112	-0.141	-0.077	1.176	0.202	-1.162	-0.255	0.827	-1.002	0.01105	657.833	23.141	-105.155	0.02850	-0.549	-1.920	1.516	-0.629	0.094	-0.069	
0.00035	92375	-2.008	-0.000	3.141	-0.120	68.320	-3.672	-17.526	0.412	-0.129	-0.083	-0.077	1.176	0.202	-1.162	-0.255	0.827	-0.981	0.04458	657.832	23.141	-105.155	0.02141	-0.701	-1.939	1.505	-0.686	0.104	-0.137	
0.00050	92655	-2.332	-0.000	3.141	-0.128	68.379	-3.648	-17.626	0.405	-0.147	-0.232	-0.077	1.176	0.202	-1.162	-0.255	0.827	-0.709	0.32336	657.833	23.141	-105.155	0.27186	-1.373	-1.533	1.506	-0.611	0.340	-0.133	
0.00036	92937	-2.768	-0.000	3.141	-0.180	68.269	-3.654	-17.504	0.439	-0.194	0.065	-0.077	1.176	0.202	-1.162	-0.255	0.827	-0.271	0.43665	657.832	23.142	-105.155	0.43748	-1.889	-0.830	1.505	-0.459	0.554	-0.146	
0.00045	93217	3.074	-0.000	3.142	-0.292	68.350	-3.574	-17.592	0.586	-0.018	-0.186	-0.077	1.176	0.202	-1.162	-0.255	0.827	0.170	0.44136	657.833	23.142	-105.155	0.44142	-2.043	0.021	1.499	-0.211	0.682	-0.146	
0.00040	93499	2.779	-0.000	-3.142	-0.167	68.319	-3.629	-17.553	0.451	-0.099	-0.147	-0.077	1.176	0.202	-1.162	-0.255	0.827	0.511	0.29440	657.832	23.142	-105.155	0.34035	-2.040	0.365	1.491	-0.125	0.736	-0.179	
0.00053	93764	2.749	-0.000	-3.142	-0.161	68.327	-3.650	-17.554	0.443	-0.098	-0.082	-0.077	1.176	0.202	-1.162	-0.255	0.827	0.569	0.03044	657.833	23.142	-105.155	0.05828	-1.976	0.482	1.483	-0.063	0.694	-0.105	
1.00067	93998	2.749	0.000	3.141	-0.116	66.055	-3.565	-16.739	0.592	0.080	-0.145	-0.077	1.177	0.202	-1.162	-0.255	0.827	0.569	0.00044	657.971	23.145	-106.146	0.00056	-2.002	0.346	2.127	-0.130	0.959	-0.122	
15.39482	94279	2.749	-0.000	-3.141	-3.344	70.168	-6.795	-17.600	-0.385	0.574	-0.208	-0.077	1.200	0.202	-1.152	-0.261	0.814	0.571	0.00049	657.828	22.884	-121.538	0.02966	-2.861	-3.373	0.432	-0.417	1.021	-0.173	
13.27748	94561	2.749	0.000	-3.142	-4.328	68.621	-7.179	-17.118	-0.526	0.583	-0.191	-0.076	1.231	0.202	-1.136	-0.268	0.799	0.574	0.00027	657.960	22.962	-134.815	0.03859	-3.121	-5.787	0.187	-0.748	0.998	-0.212	
0.38140	94843	2.749	0.000	-3.142	-4.276	68.417	-7.101	-17.006	-0.534	0.555	-0.189	-0.076	1.234	0.202	-1.135	-0.268	0.797	0.574	0.00016	657.991	23.009	-135.192	0.00308	-3.539	-5.835	0.210	-0.734	1.076	-0.216	
0.01173	95036	2.749	0.000	-3.141	-4.264	68.351	-7.101	-16.830	-0.556	0.483	-0.190	-0.076	1.234	0.202	-1.135	-0.268	0.797	0.574	0.00002	657.991	22.997	-135.193	0.00002	-3.755	-5.717	0.245	-0.731	1.111	-0.219	
0.00341	95233	2.749	0.000	-3.141	-1.864	68.507	-4.945	-17.348	0.036	0.128	0.018	-0.076	1.234	0.202	-1.135	-0.268	0.797	0.574	0.00000	657.993	22.995	-135.193	0.00000	-2.007	-5.218	0.399	-0.707	0.577	-0.149	
2.75808	95515	2.749	-0.000	-3.141	-0.376	69.453	-3.632	-17.425	0.456	-0.195	0.071	-0.076	1.238	0.202	-1.125	-0.267	0.803	0.571	0.00035	660.605	22.109	-135.160	0.01246	-0.859	-0.040	0.879	-0.260	0.240	0.016	
2.03702	95796	2.749	-0.000	-3.141	-0.056	69.059	-3.566	-17.288	0.514	-0.079	0.030	-0.077	1.243	0.202	-1.114	-0.266	0.809	0.567	0.00043	662.421	21.189	-135.221	0.01415	-1.385	0.370	1.187	-0.084	0.509	0.002	
0.10330	96079	2.749	-0.000	-3.141	-0.214	69.242	-3.626	-17.327	0.526	-0.074	0.097	-0.077	1.243	0.202	-1.114	-0.266	0.809	0.567	0.00027	662.449	21.104	-135.169	0.00027	-1.356	0.382	1.141	-0.101	0.521	0.011	
0.00690	96310	2.780	-0.000	-3.141	-0.254	69.123	-3.557	-17.230	0.497	-0.068	0.048	-0.077	1.243	0.202	-1.114	-0.266	0.809	0.551	0.03058	662.443	21.106	-135.173	0.01676	-1.222	0.343	1.122	-0.082	0.418	0.076	
0.00976	96589	2.951	-0.000	-3.141	-0.273	69.139	-3.691	-17.331	0.500	-0.115	0.058	-0.077	1.243	0.202	-1.114	-0.266	0.809	0.403	0.17133	662.443	21.115	-135.177	0.14722	-1.212	0.078	1.088	-0.146	0.377	0.079	
0.01499	96871	3.117	-0.000	-3.141	-0.224	69.090	-3.629	-17.282	0.490	-0.094	0.135	-0.077	1.243	0.202	-1.114	-0.266	0.809	0.217	0.16590	662.458	21.115	-135.178	0.18596	-1.205	0.014	1.124	-0.144	0.362	0.102	
0.01551	97151	-3.141	-0.000	-3.141	-0.187	69.111	-3.605	-17.296	0.485	-0.097	0.060	-0.077	1.243	0.202	-1.114	-0.266	0.809	0.175	0.02485	662.473	21.114	-135.172	0.04283	-1.244	-0.143	1.132	-0.231	0.387	0.025	
0.00174	97418	-3.142	-0.000	-3.141	-0.222	70.861	-3.689	-16.852	0.476	0.033	0.012	-0.077	1.243	0.202	-1.114	-0.266	0.809	0.175	0.00001	662.475	21.114	-135.172	0.00001	-1.397	-0.238	1.012	-0.254	0.461	0.019	
4.04733	97670	3.141	-0.000	-3.142	0.239	68.889	-3.411	-16.353	0.639	0.039	-0.047	-0.078	1.237	0.202	-1.128	-0.267	0.802	0.177	0.00030	658.427	21.110	-135.163	0.01694	-2.709	0.125	0.931	-0.167	1.141	-0.011	
