TRANS_DIST	TIME	A	B	C	MT0	MT1	MT2	MT3	MT4	MT5	MT6	J0	J1	J2	J3	J4	J5	J6	ROT_DIST	X	Y	Z	JS_DIST	FX	FY	FZ	TA	TB	TC	
0.31986	124375	1.963	0.000	-3.141	-0.423	62.599	-3.426	-13.375	0.537	0.079	-0.095	0.047	1.108	0.202	-1.446	-0.315	0.620	1.576	0.00011	571.514	106.942	-135.190	0.00002	-1.685	1.936	0.944	0.676	1.300	-0.160	
6.84396	124656	1.963	0.000	-3.141	1.385	63.266	-2.712	-14.134	0.578	0.150	-0.112	0.057	1.107	0.202	-1.450	-0.316	0.617	1.587	0.00009	568.883	113.260	-135.155	0.01577	-2.277	2.224	1.274	0.801	1.654	-0.212	
2.81622	124936	1.963	0.000	-3.141	-0.727	62.953	-3.766	-13.681	0.512	0.125	-0.090	0.063	1.105	0.202	-1.453	-0.317	0.615	1.595	0.00009	567.751	115.839	-135.175	0.01072	-1.891	1.874	1.086	0.674	1.407	-0.174	
0.03406	125202	1.963	0.000	-3.141	-3.238	62.521	-4.968	-13.267	0.465	0.145	-0.123	0.063	1.105	0.202	-1.453	-0.317	0.615	1.595	0.00005	567.753	115.873	-135.174	0.00005	-1.934	1.869	1.247	0.669	1.429	-0.175	
3.61281	125437	1.964	0.000	-3.141	-1.018	62.688	-3.889	-13.516	0.540	0.161	-0.128	0.067	1.105	0.202	-1.455	-0.317	0.614	1.599	0.00018	566.344	119.199	-135.239	0.00628	-1.766	2.321	1.070	0.854	1.463	-0.203	
6.40218	125719	1.964	0.000	-3.141	-0.817	62.271	-3.783	-13.367	0.526	0.133	-0.112	0.079	1.103	0.202	-1.459	-0.318	0.612	1.612	0.00017	563.900	125.116	-135.197	0.01834	-2.148	2.069	1.305	0.780	1.577	-0.200	
0.03403	125984	1.963	0.000	-3.141	-0.743	62.258	-3.718	-13.373	0.519	0.119	-0.108	0.080	1.103	0.202	-1.460	-0.318	0.611	1.614	0.00014	563.932	125.109	-135.186	0.00165	-2.075	1.942	1.208	0.724	1.525	-0.195	
0.30868	126219	1.964	0.000	-3.141	-4.018	63.205	-7.430	-15.171	-0.309	1.450	-0.261	0.080	1.103	0.202	-1.460	-0.318	0.611	1.614	0.00013	563.815	125.394	-135.205	0.00006	-2.289	2.164	1.269	0.832	1.713	-0.237	
3.47590	126499	1.963	0.000	-3.141	-5.721	65.642	-9.458	-17.205	-0.675	2.230	-0.219	0.086	1.102	0.202	-1.462	-0.319	0.610	1.621	0.00032	562.338	128.539	-135.297	0.01024	-8.309	-5.627	2.199	0.132	1.746	-0.319	
0.28350	126732	1.964	0.000	-3.141	-1.840	63.993	-5.847	-15.651	0.075	1.138	-0.023	0.086	1.102	0.202	-1.462	-0.319	0.610	1.621	0.00042	562.443	128.783	-135.196	0.00045	-5.731	-6.306	1.875	-0.027	1.194	-0.207	
2.95276	127015	1.964	0.000	3.141	-1.230	62.360	-4.249	-13.425	0.355	-0.087	0.052	0.083	1.102	0.203	-1.460	-0.318	0.611	1.616	0.00097	564.073	126.341	-134.880	0.00664	-0.518	1.193	1.435	0.264	0.433	-0.008	
2.17714	127294	1.963	0.000	-3.141	-0.104	62.348	-3.681	-13.538	0.404	-0.079	0.008	0.078	1.103	0.202	-1.459	-0.318	0.612	1.611	0.00108	564.352	124.203	-135.178	0.00660	-0.714	1.189	1.335	0.251	0.584	-0.057	
0.05244	127559	1.963	0.000	-3.141	-0.341	62.404	-3.819	-13.525	0.401	-0.073	0.080	0.078	1.103	0.202	-1.459	-0.318	0.612	1.611	0.00010	564.324	124.169	-135.206	0.00009	-0.644	1.228	1.324	0.270	0.577	-0.045	
0.01181	127794	1.998	0.000	-3.141	-0.327	62.377	-3.788	-13.514	0.313	-0.086	0.193	0.078	1.103	0.202	-1.459	-0.318	0.612	1.592	0.03484	564.320	124.158	-135.209	0.01941	-0.617	1.204	1.282	0.269	0.521	0.015	
0.01023	128076	2.174	0.000	-3.141	-0.296	62.313	-3.774	-13.542	0.334	-0.032	0.187	0.078	1.103	0.202	-1.459	-0.318	0.612	1.438	0.17555	564.311	124.152	-135.210	0.15405	-0.872	1.082	1.310	0.176	0.573	0.040	
0.01015	128358	2.334	0.000	-3.141	-0.281	62.337	-3.783	-13.501	0.389	-0.084	0.136	0.078	1.103	0.202	-1.459	-0.318	0.612	1.257	0.15991	564.302	124.148	-135.210	0.18120	-0.958	0.928	1.328	0.081	0.578	0.041	
0.00515	128637	2.356	0.000	-3.141	-0.305	62.346	-3.783	-13.507	0.402	-0.076	0.094	0.078	1.103	0.202	-1.459	-0.318	0.612	1.219	0.02237	564.298	124.146	-135.211	0.03799	-0.993	0.891	1.350	0.057	0.602	0.015	
0.00355	128903	2.356	-0.000	-3.141	-2.393	62.891	-4.668	-12.889	0.401	-0.005	-0.047	0.078	1.103	0.202	-1.459	-0.318	0.612	1.219	0.00002	564.295	124.144	-135.211	0.00002	-0.985	0.948	1.268	0.074	0.616	0.006	
3.88393	129154	2.356	0.000	-3.141	-0.747	61.901	-3.676	-13.178	0.560	0.180	-0.106	0.082	1.101	0.202	-1.464	-0.319	0.609	1.224	0.00022	561.591	126.932	-135.155	0.00947	-2.682	1.265	1.047	0.214	1.817	-0.182	
6.12714	129433	2.356	0.000	-3.141	-0.762	61.884	-3.692	-13.227	0.531	0.051	-0.046	0.091	1.096	0.202	-1.478	-0.322	0.601	1.238	0.00024	557.295	131.300	-135.158	0.02322	-2.283	0.862	0.934	0.029	1.528	-0.135	
0.09099	129666	2.356	0.000	-3.141	-0.827	61.927	-3.755	-13.202	0.525	0.054	-0.045	0.091	1.096	0.202	-1.478	-0.322	0.600	1.239	0.00018	557.280	131.239	-135.224	0.00141	-2.419	0.749	1.179	-0.029	1.605	-0.144	
0.25726	129900	2.356	0.000	-3.141	-0.501	61.727	-3.750	-12.971	0.589	0.139	-0.131	0.091	1.096	0.202	-1.478	-0.322	0.600	1.239	0.00019	557.075	131.393	-135.199	0.00004	-2.520	1.536	1.209	0.298	1.820	-0.195	
6.86758	130182	2.356	0.000	-3.141	0.887	61.346	-2.734	-13.589	0.652	0.213	-0.106	0.099	1.092	0.202	-1.490	-0.325	0.594	1.251	0.00029	552.260	136.290	-135.166	0.02001	-3.182	0.898	1.151	0.099	2.138	-0.208	
2.87446	130462	2.356	0.000	-3.141	-0.805	61.538	-3.757	-13.003	0.549	0.135	-0.079	0.105	1.089	0.202	-1.497	-0.326	0.589	1.259	0.00027	550.186	138.279	-135.194	0.01358	-2.540	0.952	0.963	0.126	1.703	-0.162	
0.04383	130667	2.356	0.000	-3.141	-3.211	61.436	-4.883	-11.942	0.493	0.080	-0.124	0.105	1.089	0.202	-1.497	-0.326	0.589	1.259	0.00006	550.166	138.317	-135.206	0.00006	-2.545	0.966	0.964	0.116	1.717	-0.166	
3.87275	130903	2.356	0.000	-3.141	-3.648	60.702	-6.702	-13.954	-0.163	1.205	-0.133	0.108	1.087	0.202	-1.502	-0.328	0.586	1.265	0.00007	547.410	141.038	-135.227	0.00881	-8.047	-3.035	0.677	-0.446	3.179	-0.353	
2.28240	131187	2.356	0.000	-3.141	-5.337	61.760	-9.028	-14.212	-0.718	1.520	-0.223	0.113	1.085	0.202	-1.508	-0.329	0.583	1.272	0.00008	545.768	142.623	-135.248	0.01183	-7.822	-5.907	-0.190	-0.326	2.040	-0.319	
0.62672	131421	2.357	-0.000	-3.141	0.368	61.155	-3.471	-12.782	0.339	-0.154	0.097	0.113	1.085	0.202	-1.508	-0.329	0.583	1.271	0.00057	546.313	142.313	-135.227	0.00105	-2.013	-1.544	1.318	-0.136	0.674	-0.022	
3.80916	131702	2.356	-0.000	-3.141	-0.461	60.923	-3.832	-12.843	0.375	-0.116	0.075	0.108	1.087	0.202	-1.501	-0.327	0.587	1.264	0.00047	548.986	139.601	-135.141	0.01211	-0.820	0.526	1.178	-0.067	0.475	-0.004	
0.55161	131950	2.356	0.000	-3.141	-0.234	61.166	-3.744	-12.970	0.396	-0.086	0.068	0.106	1.088	0.202	-1.499	-0.327	0.588	1.262	0.00019	549.254	139.124	-135.211	0.00366	-0.827	0.785	1.130	0.026	0.555	0.005	
0.00809	132184	2.356	0.000	-3.141	-0.367	61.270	-3.815	-12.968	0.369	-0.082	0.142	0.106	1.088	0.202	-1.499	-0.327	0.588	1.262	0.00006	549.246	139.124	-135.214	0.00005	-0.850	0.761	1.133	0.025	0.542	0.038	
0.00626	132465	2.430	-0.000	-3.141	-0.319	61.372	-3.809	-12.949	0.239	-0.079	0.125	0.106	1.088	0.202	-1.499	-0.327	0.588	1.211	0.07329	549.243	139.129	-135.214	0.05032	-0.913	0.694	1.111	-0.001	0.527	0.052	
0.00709	132747	2.634	-0.000	-3.141	-0.321	61.323	-3.748	-12.998	0.386	-0.059	0.156	0.106	1.088	0.202	-1.499	-0.327	0.588	1.018	0.20430	549.236	139.132	-135.214	0.19293	-1.051	0.504	1.140	-0.088	0.520	0.041	
0.00439	133028	2.745	-0.000	-3.141	-0.298	61.342	-3.781	-13.000	0.347	-0.085	0.093	0.106	1.088	0.202	-1.499	-0.327	0.588	0.881	0.11083	549.232	139.134	-135.214	0.13719	-1.105	0.404	1.156	-0.146	0.533	0.026	
0.00214	133292	2.749	-0.000	-3.141	-0.280	61.337	-3.768	-13.005	0.342	-0.093	0.078	0.106	1.088	0.202	-1.499	-0.327	0.588	0.869	0.00426	549.231	139.135	-135.214	0.01246	-1.144	0.330	1.150	-0.189	0.556	-0.007	
0.01772	133479	2.749	-0.000	-3.141	-0.823	61.518	-3.699	-13.003	0.565	0.204	-0.147	0.106	1.088	0.202	-1.499	-0.327	0.588	0.869	0.00002	549.215	139.142	-135.217	0.00001	-2.473	0.062	1.140	-0.339	1.347	-0.171	
6.29302	133765	2.749	-0.000	-3.141	-0.125	61.630	-3.404	-13.895	0.648	0.326	-0.150	0.111	1.083	0.202	-1.514	-0.330	0.580	0.879	0.00021	543.407	141.566	-135.159	0.02113	-3.026	0.060	1.021	-0.505	1.903	-0.218	
3.52784	134048	2.749	-0.000	-3.141	-0.898	60.931	-3.773	-12.625	0.496	0.031	-0.098	0.115	1.077	0.202	-1.527	-0.334	0.571	0.888	0.00044	540.192	143.017	-135.155	0.01998	-2.520	-0.152	1.137	-0.594	1.513	-0.182	
0.05485	134318	2.749	-0.000	-3.141	-2.660	61.529	-4.668	-12.193	0.510	0.184	-0.149	0.115	1.078	0.202	-1.527	-0.334	0.571	0.888	0.00007	540.161	143.032	-135.198	0.00019	-2.531	-0.220	1.253	-0.628	1.546	-0.187	
3.93642	134558	2.749	-0.000	-3.141	-1.245	60.482	-3.784	-12.171	0.586	0.149	-0.164	0.117	1.075	0.202	-1.535	-0.336	0.567	0.893	0.00015	536.538	144.569	-135.130	0.01134	-3.355	-0.072	0.797	-0.575	2.122	-0.235	
6.20867	134841	2.749	-0.000	-3.141	-0.999	60.315	-3.892	-12.353	0.528	0.116	-0.110	0.123	1.068	0.202	-1.554	-0.341	0.555	0.907	0.00027	530.783	146.900	-135.166	0.02835	-2.583	-0.129	0.659	-0.544	1.660	-0.179	
0.14674	135108	2.749	-0.000	-3.141	-0.890	60.237	-3.771	-12.279	0.517	0.114	-0.106	0.124	1.068	0.202	-1.555	-0.341	0.555	0.908	0.00023	530.923	146.858	-135.180	0.00097	-2.647	-0.207	0.892	-0.587	1.684	-0.186	
1.79460	135344	2.749	-0.000	-3.141	-0.946	60.194	-3.676	-11.919	0.600	0.202	-0.157	0.124	1.067	0.202	-1.556	-0.341	0.554	0.909	0.00048	529.211	147.380	-135.303	0.00205	-3.606	0.048	1.163	-0.548	2.202	-0.236	
7.04014	135623	2.749	-0.000	-3.141	-3.779	59.197	-7.147	-12.497	-0.298	0.848	-0.152	0.131	1.060	0.202	-1.575	-0.347	0.543	0.923	0.00018	522.743	150.161	-135.211	0.02847	-4.581	-3.040	0.597	-0.702	1.798	-0.242	
0.80153	135853	2.749	-0.000	-3.141	-4.027	60.107	-7.879	-13.166	-0.507	1.092	-0.124	0.132	1.058	0.202	-1.580	-0.348	0.539	0.928	0.00022	522.009	150.481	-135.203	0.00845	-5.155	-6.658	0.313	-0.975	1.707	-0.296	
1.54855	136124	2.749	-0.000	3.142	-0.241	59.583	-3.779	-11.889	0.241	-0.111	0.085	0.132	1.059	0.202	-1.577	-0.347	0.541	0.925	0.00077	523.548	150.317	-135.146	0.00481	-1.166	0.199	1.212	-0.150	0.460	-0.019	
3.50593	136406	2.749	-0.000	-3.141	-0.268	59.901	-3.713	-12.163	0.314	-0.040	0.018	0.128	1.063	0.202	-1.568	-0.345	0.547	0.918	0.00061	526.640	148.665	-135.185	0.01423	-1.196	0.527	1.384	-0.125	0.606	-0.057	
0.19981	136687	2.749	-0.000	-3.141	-0.339	59.902	-3.772	-12.106	0.307	-0.045	0.019	0.128	1.063	0.202	-1.567	-0.344	0.547	0.917	0.00038	526.471	148.562	-135.216	0.00145	-1.449	0.488	1.324	-0.133	0.749	-0.066	
0.00327	136921	2.756	-0.000	-3.141	-0.301	59.897	-3.739	-12.097	0.299	-0.061	0.100	0.128	1.063	0.202	-1.567	-0.344	0.547	0.916	0.00722	526.468	148.562	-135.217	0.00157	-1.297	0.510	1.345	-0.099	0.643	0.007	
0.00135	137202	2.882	-0.001	-3.141	-0.255	59.866	-3.737	-12.097	0.266	-0.058	0.142	0.128	1.063	0.202	-1.567	-0.344	0.547	0.816	0.12584	526.467	148.562	-135.217	0.09917	-1.396	0.238	1.349	-0.225	0.631	-0.001	
0.02404	137485	3.080	-0.001	-3.141	-0.294	59.904	-3.745	-12.120	0.297	-0.053	0.142	0.128	1.063	0.202	-1.567	-0.344	0.547	0.611	0.19799	526.476	148.540	-135.216	0.20516	-1.424	0.030	1.387	-0.295	0.590	0.008	
0.00874	137766	-3.141	-0.001	-3.141	-0.320	59.876	-3.754	-12.103	0.278	-0.057	-0.001	0.128	1.063	0.202	-1.567	-0.344	0.547	0.525	0.06184	526.479	148.548	-135.214	0.08648	-1.490	-0.182	1.342	-0.415	0.638	-0.081	
0.00128	138031	-3.142	-0.001	-3.141	-0.280	59.868	-3.723	-12.112	0.278	-0.058	0.002	0.128	1.063	0.202	-1.567	-0.344	0.547	0.524	0.00010	526.479	148.549	-135.213	0.00052	-1.512	-0.221	1.337	-0.439	0.653	-0.092	
1.24592	138265	3.141	-0.000	-3.141	-0.819	59.644	-3.869	-11.754	0.547	0.169	-0.123	0.128	1.063	0.202	-1.568	-0.344	0.547	0.525	0.00048	525.234	148.598	-135.200	0.00132	-2.771	-0.474	1.085	-0.745	1.464	-0.148	
7.09178	138548	-3.142	-0.000	-3.141	-1.157	59.112	-3.947	-11.597	0.536	0.161	-0.074	0.130	1.054	0.202	-1.591	-0.351	0.533	0.536	0.00038	518.142	148.612	-135.170	0.03141	-2.696	-1.154	0.720	-1.146	1.592	-0.179	
1.46642	138787	3.142	-0.000	-3.141	-0.769	59.116	-3.667	-11.676	0.526	0.142	-0.070	0.130	1.051	0.202	-1.600	-0.354	0.527	0.541	0.00011	516.676	148.619	-135.178	0.01176	-2.422	-1.174	0.771	-1.140	1.431	-0.146	
0.00901	139048	3.142	-0.000	-3.141	-0.823	59.035	-3.714	-11.438	0.592	0.173	-0.148	0.130	1.051	0.202	-1.600	-0.354	0.527	0.541	0.00000	516.675	148.621	-135.187	0.00005	-3.064	-1.036	0.809	-1.151	1.705	-0.186	
5.18734	139314	3.141	-0.000	-3.141	-1.053	58.620	-3.690	-11.701	0.622	0.279	-0.157	0.131	1.047	0.202	-1.613	-0.358	0.519	0.547	0.00007	511.488	148.637	-135.158	0.01777	-3.016	-1.366	0.874	-1.354	1.808	-0.212	
4.86699	139596	-3.142	-0.000	-3.141	-0.898	58.518	-3.713	-11.254	0.478	0.123	-0.096	0.133	1.040	0.202	-1.632	-0.364	0.508	0.558	0.00015	506.621	148.616	-135.158	0.02672	-2.572	-1.294	0.983	-1.231	1.503	-0.188	
0.06239	139878	3.142	-0.000	-3.141	-0.964	58.127	-3.721	-10.731	0.469	0.099	-0.105	0.133	1.040	0.202	-1.632	-0.364	0.508	0.558	0.00009	506.682	148.621	-135.171	0.00030	-2.472	-1.238	0.922	-1.208	1.464	-0.184	
2.75693	140064	3.142	-0.001	-3.141	-0.999	57.788	-3.609	-11.104	0.610	0.224	-0.148	0.133	1.039	0.202	-1.636	-0.366	0.505	0.561	0.00032	503.926	148.583	-135.225	0.00629	-2.936	-1.382	0.778	-1.373	1.802	-0.207	
6.81354	140343	3.142	-0.000	-3.141	-0.796	57.779	-3.544	-10.735	0.508	0.140	-0.085	0.135	1.031	0.202	-1.658	-0.374	0.491	0.574	0.00023	497.113	148.591	-135.148	0.03112	-2.929	-1.451	1.034	-1.339	1.738	-0.183	
0.47158	140622	3.142	-0.000	-3.141	-0.921	57.613	-3.667	-10.762	0.494	0.142	-0.077	0.136	1.029	0.202	-1.663	-0.376	0.488	0.577	0.00004	496.642	148.597	-135.173	0.00697	-2.562	-1.227	0.746	-1.217	1.548	-0.165	
0.03729	140860	3.142	-0.000	-3.141	-3.613	55.703	-6.541	-9.760	-0.098	0.041	-0.182	0.136	1.029	0.202	-1.663	-0.376	0.488	0.577	0.00005	496.607	148.605	-135.184	0.00005	-4.272	-2.822	1.460	-1.356	1.885	-0.254	
2.03054	141139	3.141	-0.000	-3.141	-4.763	55.450	-8.202	-8.811	-0.734	0.158	-0.190	0.136	1.027	0.202	-1.669	-0.378	0.484	0.581	0.00023	494.578	148.546	-135.117	0.00900	-6.437	-8.248	-0.437	-1.672	1.590	-0.323	
0.34369	141374	-3.141	-0.000	-3.141	-0.811	57.071	-4.058	-10.541	0.052	-0.105	0.065	0.137	1.027	0.202	-1.669	-0.378	0.484	0.580	0.00046	494.904	148.619	-135.200	0.00039	-2.893	-4.375	0.793	-1.118	0.858	-0.170	
3.44391	141654	-3.141	-0.001	-3.142	-0.536	57.740	-3.867	-11.210	0.249	-0.027	0.010	0.136	1.031	0.202	-1.659	-0.374	0.491	0.574	0.00033	498.342	148.808	-135.253	0.01440	-1.000	-0.644	1.083	-0.676	0.432	-0.070	
1.15544	141900	3.142	-0.001	-3.141	-0.464	57.722	-3.628	-10.932	0.276	-0.058	0.012	0.135	1.032	0.202	-1.654	-0.372	0.494	0.571	0.00030	499.470	148.562	-135.191	0.00767	-1.400	-0.617	1.035	-0.699	0.709	-0.105	
0.00341	142155	3.142	-0.001	-3.141	-0.512	57.623	-3.671	-10.930	0.265	-0.055	0.106	0.135	1.032	0.202	-1.654	-0.372	0.494	0.571	0.00001	499.469	148.559	-135.189	0.00004	-1.368	-0.583	0.905	-0.675	0.693	-0.092	
0.00087	142389	-3.106	-0.001	-3.141	-0.379	57.660	-3.674	-10.998	0.406	-0.059	0.146	0.135	1.032	0.202	-1.654	-0.372	0.494	0.551	0.03521	499.470	148.559	-135.189	0.01996	-1.170	-0.584	0.978	-0.648	0.545	-0.024	
0.00628	142671	-2.926	-0.001	-3.141	-0.501	57.734	-3.614	-10.996	0.174	-0.080	0.163	0.135	1.032	0.202	-1.654	-0.372	0.494	0.394	0.18006	499.474	148.554	-135.188	0.15731	-1.065	-0.761	1.007	-0.711	0.421	-0.010	
0.00645	142952	-2.770	-0.001	-3.142	-0.458	57.688	-3.653	-10.954	0.247	-0.075	0.176	0.135	1.032	0.202	-1.654	-0.372	0.494	0.215	0.15596	499.476	148.548	-135.188	0.17826	-0.949	-0.786	1.034	-0.684	0.329	0.016	
0.00080	143232	-2.749	-0.001	-3.142	-0.465	57.695	-3.649	-10.938	0.253	-0.075	0.119	0.135	1.032	0.202	-1.654	-0.372	0.494	0.178	0.02156	499.476	148.547	-135.188	0.03731	-0.975	-0.908	1.006	-0.750	0.350	-0.030	
0.00157	143481	-2.749	-0.001	-3.142	-0.044	58.172	-3.544	-9.757	0.315	-0.071	0.009	0.135	1.032	0.202	-1.654	-0.372	0.494	0.178	0.00000	499.476	148.546	-135.188	0.00000	-1.001	-0.962	0.997	-0.782	0.369	-0.036	
3.78631	143713	-2.749	-0.001	3.142	-0.194	57.226	-3.456	-10.070	0.526	0.130	-0.076	0.134	1.029	0.202	-1.663	-0.375	0.488	0.181	0.00015	495.982	147.090	-135.150	0.01177	-2.524	-0.596	1.212	-0.715	1.168	-0.043	
6.18736	143994	-2.749	-0.001	3.142	-0.378	57.249	-3.705	-10.483	0.472	0.141	-0.030	0.131	1.022	0.202	-1.685	-0.384	0.475	0.190	0.00006	490.258	144.740	-135.162	0.02994	-2.017	-0.734	1.124	-0.782	0.964	-0.040	
0.12886	144230	-2.749	-0.000	3.142	-0.235	57.131	-3.584	-10.447	0.472	0.135	-0.027	0.130	1.022	0.202	-1.686	-0.385	0.474	0.190	0.00016	490.381	144.776	-135.173	0.00182	-1.906	-0.817	1.160	-0.818	0.918	-0.043	
0.60050	144462	-2.749	-0.001	3.141	-0.227	57.014	-3.544	-10.154	0.574	0.214	-0.072	0.130	1.022	0.202	-1.686	-0.385	0.474	0.190	0.00048	489.808	144.610	-135.240	0.00004	-1.938	-0.782	1.165	-0.873	1.067	-0.046	
6.87485	144743	-2.749	-0.001	3.142	-0.485	56.212	-3.705	-10.350	0.528	0.224	-0.070	0.128	1.015	0.202	-1.706	-0.393	0.462	0.198	0.00025	483.473	141.939	-135.156	0.02690	-2.458	-0.728	1.128	-0.767	1.198	-0.030	
2.58025	145026	-2.749	-0.000	3.142	-0.265	56.282	-3.571	-10.006	0.482	0.066	-0.032	0.126	1.011	0.202	-1.718	-0.399	0.454	0.204	0.00024	481.089	140.953	-135.174	0.01679	-1.760	-0.862	1.231	-0.857	0.813	-0.035	
0.02308	145259	-2.749	-0.000	3.142	0.233	56.995	-3.439	-9.312	0.529	0.146	-0.090	0.126	1.011	0.202	-1.718	-0.399	0.454	0.204	0.00003	481.074	140.948	-135.191	0.00004	-1.777	-0.808	1.151	-0.819	0.827	-0.033	
4.17833	145510	-2.749	-0.001	3.142	-0.298	56.062	-3.669	-9.650	0.568	0.227	-0.106	0.125	1.008	0.202	-1.727	-0.403	0.448	0.207	0.00032	477.226	139.320	-135.158	0.01246	-2.412	-0.660	1.410	-0.836	1.210	-0.056	
5.86182	145791	-2.749	-0.000	3.142	-0.272	55.426	-3.490	-9.519	0.490	0.036	-0.022	0.121	1.001	0.202	-1.748	-0.413	0.435	0.217	0.00027	471.806	137.089	-135.136	0.03028	-1.802	-0.808	1.359	-0.838	0.823	-0.013	
0.07170	146070	-2.749	-0.000	3.142	-0.272	55.609	-3.544	-9.539	0.495	0.040	-0.022	0.121	1.001	0.202	-1.749	-0.414	0.434	0.218	0.00009	471.835	137.130	-135.188	0.00116	-1.729	-0.810	1.283	-0.858	0.790	-0.018	
1.35218	146274	-2.749	-0.000	-3.142	-3.194	52.197	-6.949	-5.560	-0.681	-0.709	-0.160	0.121	1.001	0.202	-1.750	-0.414	0.433	0.218	0.00035	470.648	136.485	-135.122	0.00157	-5.988	-5.846	1.321	-1.032	1.237	-0.152	
0.73366	146526	-2.749	-0.000	3.142	-4.737	49.994	-8.413	-3.666	-1.087	-1.143	-0.199	0.120	0.999	0.202	-1.756	-0.417	0.430	0.221	0.00007	469.952	136.267	-135.037	0.00798	-8.853	-10.298	-1.242	-1.483	1.361	-0.275	
1.12281	146804	-2.749	-0.001	3.141	-0.388	55.550	-3.411	-9.668	0.160	-0.147	0.130	0.121	1.000	0.202	-1.753	-0.415	0.432	0.220	0.00125	470.762	136.946	-135.416	0.00447	-1.768	-4.378	0.801	-1.283	0.297	-0.124	
3.67501	147086	-2.749	-0.001	3.141	-0.765	56.098	-3.586	-9.692	0.239	-0.008	0.042	0.123	1.004	0.202	-1.742	-0.410	0.439	0.214	0.00063	474.193	138.254	-135.254	0.01563	-1.126	-1.694	1.303	-1.304	0.507	-0.126	
0.25531	147321	-2.749	-0.000	3.141	-0.749	55.733	-3.576	-9.755	0.235	-0.073	0.043	0.123	1.004	0.202	-1.740	-0.409	0.439	0.214	0.00050	474.420	138.233	-135.139	0.00185	-1.208	-1.671	1.170	-1.322	0.501	-0.127	
0.05092	147507	-2.748	-0.000	3.141	-0.675	55.730	-3.493	-9.676	0.235	-0.070	0.217	0.123	1.004	0.202	-1.740	-0.409	0.440	0.214	0.00121	474.415	138.184	-135.151	0.00007	-1.092	-1.527	1.164	-1.184	0.434	-0.042	
0.01293	147787	-2.648	-0.000	3.141	-0.755	55.737	-3.577	-9.691	0.294	-0.046	0.179	0.123	1.004	0.202	-1.740	-0.409	0.440	0.141	0.09952	474.407	138.194	-135.152	0.07285	-0.909	-1.651	1.201	-1.232	0.296	-0.035	
0.01723	148066	-2.445	-0.000	3.141	-0.757	55.761	-3.563	-9.715	0.265	-0.061	0.208	0.123	1.004	0.202	-1.741	-0.409	0.440	-0.061	0.20347	474.402	138.211	-135.153	0.20147	-0.687	-1.687	1.192	-1.239	0.106	-0.023	
0.00841	148350	-2.357	-0.000	3.141	-0.747	55.714	-3.551	-9.679	0.292	-0.063	0.049	0.123	1.004	0.202	-1.741	-0.409	0.440	-0.175	0.08789	474.406	138.203	-135.153	0.11388	-0.531	-1.946	1.116	-1.386	0.017	-0.086	
0.00045	148614	-2.356	-0.000	3.141	-0.683	55.712	-3.515	-9.684	0.295	-0.068	0.047	0.123	1.004	0.202	-1.741	-0.409	0.440	-0.179	0.00059	474.406	138.204	-135.154	0.00429	-0.493	-2.023	1.116	-1.428	-0.003	-0.104	
0.58936	148800	-2.356	-0.001	3.141	-0.104	55.802	-3.520	-9.505	0.525	0.173	-0.070	0.123	1.004	0.202	-1.741	-0.409	0.440	-0.179	0.00055	473.953	137.833	-135.229	0.00003	-1.715	-1.635	1.461	-1.178	0.659	-0.048	
6.78968	149082	-2.356	-0.000	3.141	-0.992	55.074	-3.961	-9.818	0.527	0.240	-0.052	0.115	0.998	0.202	-1.758	-0.418	0.429	-0.175	0.00069	469.200	132.986	-135.139	0.02408	-1.773	-1.192	1.155	-1.039	0.771	-0.013	
2.63240	149361	-2.356	-0.000	3.141	-0.272	54.978	-3.523	-9.240	0.390	0.073	-0.017	0.111	0.995	0.202	-1.768	-0.424	0.422	-0.173	0.00018	467.313	131.150	-135.163	0.01463	-1.194	-1.422	1.090	-1.045	0.431	-0.047	
0.01936	149613	-2.356	-0.000	3.141	-0.347	54.962	-3.620	-9.589	0.557	0.288	-0.069	0.111	0.995	0.202	-1.768	-0.424	0.422	-0.173	0.00007	467.314	131.131	-135.166	0.00007	-1.768	-1.277	0.925	-0.971	0.698	-0.030	
5.05501	149879	-2.356	-0.000	3.141	-0.300	54.456	-3.580	-8.637	0.509	0.245	-0.079	0.106	0.992	0.202	-1.778	-0.430	0.415	-0.171	0.00015	463.773	127.524	-135.129	0.01528	-2.025	-2.064	1.345	-1.388	0.832	-0.034	
4.93457	150164	-2.356	-0.000	3.141	-0.312	54.453	-3.472	-8.829	0.461	0.149	-0.044	0.098	0.987	0.202	-1.795	-0.439	0.405	-0.167	0.00013	460.288	124.030	-135.137	0.02377	-1.390	-1.653	0.967	-1.277	0.553	-0.048	
0.04624	150443	-2.356	-0.000	3.141	0.035	54.176	-3.298	-8.208	0.443	0.110	-0.046	0.098	0.987	0.202	-1.794	-0.439	0.405	-0.167	0.00004	460.327	124.049	-135.153	0.00032	-1.360	-1.621	1.130	-1.245	0.542	-0.044	
3.07390	150693	-2.356	-0.001	3.141	-0.004	54.118	-3.220	-9.234	0.578	0.307	-0.109	0.096	0.986	0.202	-1.799	-0.442	0.402	-0.166	0.00034	458.112	121.918	-135.164	0.00677	-1.710	-1.396	1.184	-1.181	0.773	-0.027	
